current_time;Tw_in;Tw_out_rnn;Tw_out;Tw_out_sp;omegab_opt;Theater1;Theater2;Theater_opt;pc_rnn;pc;Hpev;Hpev_opt;SH;SH_sp;Lpev;Lpev_opt;COP;Pgc;Prec;Pcomb;omega1;omega2;omega3;k_step;T_outdoor
10;303.3000323354206;305.00317;304.54027083943276;311.4546705472243;9500.0;779.4424480433973;780.069156600581;780.069156600581;70.0;60.35851390789634;11.0;11.0;1.4210854715202004e-14;5;11.0;11.0;0.3515696366406341;51.09021213101175;1142.9866147618334;3396.41625;184.0;80;136.0;0;6
11;303.3256988695983;305.03055;304.53413578186826;311.4546705472243;9500.0;780.0554798337649;780.7489880673398;780.7489880673398;70.0;60.10297751340199;11.0;11.0;0.0;5;11.0;11.0;0.3425548592270772;-1.126967931081806;1164.5858583263891;3396.41625;184.0;80;136.0;0;6
12;303.3511087384342;305.0425;304.50895453956406;311.4546705472243;9500.0;780.6678510660746;781.4280550793811;781.4280550793811;70.0;59.940847237869455;11.0;11.0;0.0;5;11.0;11.0;0.3282138284469138;-59.941091824681955;1174.6918722364924;3396.41625;184.0;80;136.0;0;6
13;303.37626450858176;305.0405;304.47690479113226;311.4546705472243;9500.0;781.2795624520952;782.1063584963164;782.1063584963164;70.0;59.84136705215751;11.0;11.0;0.0;5;11.0;11.0;0.31199781570764146;-123.60754919120963;1183.2820004251485;3396.41625;184.0;80;136.0;0;6
14;303.40116872102783;305.0309;304.44399517567973;311.4546705472243;9500.0;781.8906147028287;782.7838991767906;782.7838991767906;70.0;59.76499010428604;11.0;11.0;-1.4210854715202004e-14;5;11.0;11.0;0.29560936590435793;-188.32876445846176;1192.3412184682193;3396.41625;184.0;80;136.0;0;6
15;303.42582389134947;305.01874;304.4091295104359;311.4546705472243;9500.0;782.5010085285109;783.4606779784832;783.4606779784832;70.0;59.711918898820215;11.0;11.0;1.4210854715202004e-14;5;11.0;11.0;0.2787370317004037;-251.51574100212554;1198.2227249461416;3396.41625;184.0;83.03698502179653;136.0;0;6
16;303.45023250996786;305.00198;304.39695178195075;311.4546705472243;9500.0;783.1107446386122;784.132813806289;784.132813806289;70.0;59.67167987878746;11.0;11.0;0.0;5;11.0;11.0;0.2683659226632432;-311.37164168928405;1222.8540223689663;3396.41625;184.0;86.21060093441953;136.0;0;6
17;303.4743970424001;304.98337;304.3883790183672;311.4546705472243;9500.0;783.7198237418388;784.8001372360304;784.8001372360304;70.0;59.64933737220902;11.0;11.0;0.0;5;11.0;11.0;0.25908590174174334;-365.07344101585466;1245.0370078374149;3396.41625;184.0;89.41639596642622;136.0;0;6
18;303.498319929508;304.96854;304.3783432648545;311.4546705472243;9500.0;784.328246546133;785.4626125469649;785.4626125469649;70.0;59.649862682012014;11.0;11.0;0.0;5;11.0;11.0;0.2494596670254733;-415.72204385810437;1262.990910663011;3396.41625;184.0;92.64558594405611;136.0;0;6
19;303.52200358774485;304.95816;304.3770095362625;311.4546705472243;9500.0;784.9360137586742;786.1202152866728;786.1202152866728;70.0;59.65687426100393;11.0;11.0;0.0;5;11.0;11.0;0.24236800395529423;-458.478272748471;1281.6608998622964;3396.41625;184.0;95.88955545380894;136.0;0;6
20;303.5454504093993;304.95187;304.38211234134957;311.4546705472243;9500.0;785.5431260858802;786.7729320426718;786.7729320426718;70.0;59.666546542466385;11.0;11.0;0.0;5;11.0;11.0;0.2371680369987288;-494.05203330080155;1299.5734081438854;3396.41625;184.0;99.13987472563234;136.0;0;6
21;303.56866276283716;304.9503;304.3938804195726;311.4546705472243;9500.0;786.1495842334073;787.4207601927093;787.4207601927093;70.0;59.68036145630144;11.0;11.0;0.0;5;11.0;11.0;0.23392393542803475;-522.3255933966301;1316.828648948358;3396.41625;184.0;102.38831562356833;136.0;0;6
22;303.5916429927407;304.9537;304.4128061153892;311.4546705472243;9500.0;786.7553889061514;788.063707634895;788.063707634895;70.0;59.69661588172876;11.0;11.0;0.0;5;11.0;11.0;0.23277459917450355;-543.4095923170511;1334.0090235405717;3396.41625;184.0;105.62686672741827;136.0;0;6
23;303.61439342034515;304.9622;304.43834748812867;311.4546705472243;9500.0;787.3605408082491;788.7017924988589;788.7017924988589;70.0;59.7153071082696;11.0;11.0;0.0;5;11.0;11.0;0.23356574665446472;-557.6038491686336;1350.8903465492408;3396.41625;184.0;108.84774749169677;136.0;0;6
24;303.6369163436736;304.9758;304.4700633232658;311.4546705472243;9500.0;787.9650406430779;789.3350428391369;789.3350428391369;70.0;59.73679949691174;11.0;11.0;0.0;5;11.0;11.0;0.23617165564195325;-565.3426183396435;1367.4798673513778;3396.41625;184.0;112.04342147075761;136.0;0;6
25;303.6592140377688;304.99448;304.50746898994623;311.4546705472243;9500.0;788.5688891132579;789.9634963119953;789.9634963119953;70.0;59.760914469595804;11.0;11.0;0.0;5;11.0;11.0;0.24045430322548078;-567.1575549833781;1383.8404578408285;3396.41625;184.0;115.20660860156309;136.0;0;6
26;303.681288754923;305.01807;304.54990864044015;311.4546705472243;9500.0;789.1720869206517;790.5871998369195;790.5871998369195;70.0;59.78758903804222;11.0;11.0;-1.4210854715202004e-14;5;11.0;11.0;0.24622713820139505;-563.6469330905363;1399.9367864687501;3396.41625;184.0;118.33029653811226;136.0;0;6
27;303.70314272490566;305.04654;304.59672268660665;311.4546705472243;9500.0;789.7746347663658;791.2062092439945;791.2062092439945;70.0;59.81673843467176;11.0;11.0;1.4210854715202004e-14;5;11.0;11.0;0.2533025554587016;-555.448256861368;1415.7691723878283;3396.41625;184.0;121.4077510340202;136.0;0;6
28;303.7247781551885;305.0795;304.6472082859364;311.4546705472243;9500.0;790.3765333507512;791.8205889084119;791.8205889084119;70.0;59.84816455648622;11.0;11.0;1.4210854715202004e-14;5;11.0;11.0;0.26148069491820064;-543.2142224631616;1431.311503744631;3396.41625;184.0;124.43252537220678;136.0;0;6
29;303.74619723116854;305.11646;304.7006797662314;311.4546705472243;9500.0;790.9777833734041;792.4304113733328;792.4304113733328;70.0;59.88164137003196;11.0;11.0;-2.842170943040401e-14;5;11.0;11.0;0.2705665700156243;-527.5764508488971;1446.5331459567262;3396.41625;184.0;127.39846884299676;136.0;0;6
30;303.7674021163888;305.15695;304.75645591713106;311.4546705472243;9500.0;791.5783855331672;793.0357569623397;793.0357569623397;70.0;59.91683383370508;11.0;11.0;0.0;5;11.0;11.0;0.28036646517595387;-509.1892081485617;1461.4304264272307;3396.41625;184.0;130.2997342742625;136.0;0;6
31;303.7883949527568;305.20044;304.81397602293;311.4546705472243;9500.0;792.1783405281299;793.6367133826977;793.6367133826977;70.0;59.95351860178241;11.0;11.0;0.0;5;11.0;11.0;0.2907208275020288;-488.5467032739685;1475.9556460153058;3396.41625;184.0;133.13078461949107;136.0;0;6
32;303.8091778607611;305.2464;304.8724729138016;311.4546705472243;9500.0;792.7776490556295;794.2333753206416;794.2333753206416;70.0;59.9911769713091;11.0;11.0;0.0;5;11.0;11.0;0.3014115867471501;-466.35215248753565;1490.071363653841;3396.41625;184.0;135.8863986117995;136.0;0;6
33;303.8297529396854;305.29434;304.931461262518;311.4546705472243;9500.0;793.3763118122519;794.8258440298899;794.8258440298899;70.0;60.02944602229485;11.0;11.0;0.0;5;11.0;11.0;0.31230057242150827;-443.0817456872232;1503.784484743936;3396.41625;184.0;138.5616754940343;136.0;0;6
34;303.8501222678205;305.34372;304.99045154237126;311.4546705472243;9500.0;793.9743294938323;795.4142269145773;795.4142269145773;70.0;60.06796752479224;11.0;11.0;0.0;5;11.0;11.0;0.32324842956219746;-419.19667412730456;1517.0828930793325;3396.41625;184.0;141.15203883713113;136.0;0;6
35;303.8702879026742;305.39404;305.04901603072545;311.4546705472243;9500.0;794.5717027954564;795.998637107773;795.998637107773;70.0;60.106453757762935;11.0;11.0;0.0;5;11.0;11.0;0.3341333286593472;-395.10285387865366;1529.958721003851;3396.41625;184.0;143.6532394607783;136.0;0;6
36;303.8902518811794;305.4449;305.10679000976603;311.4546705472243;9500.0;795.1684324114607;796.5791930467417;796.5791930467417;70.0;60.144655773687916;11.0;11.0;0.0;5;11.0;11.0;0.344851305973075;-371.14906092836486;1542.4076403690392;3396.41625;184.0;146.06135747235436;136.0;0;6
37;303.9100162198995;305.49585;305.1634530486331;311.4546705472243;9500.0;795.7645190354334;797.156018046075;797.156018046075;70.0;60.1823707958124;11.0;11.0;0.0;5;11.0;11.0;0.35531095753299574;-347.6300900821892;1554.414000050316;3396.41625;184.0;148.37280344182378;136.0;0;6
38;303.9295829152324;305.54654;305.21913420001715;311.4546705472243;9500.0;796.3599633602157;797.7292398698014;797.7292398698014;70.0;60.21943322148414;11.0;11.0;0.0;5;11.0;11.0;0.36554829990731535;-324.79287796177493;1566.3470639268544;3396.41625;184.0;150.58431873194684;136.0;0;6
39;303.94895394361197;305.5967;305.27384664442195;311.4546705472243;9500.0;796.954766077902;798.2989903035547;798.2989903035547;70.0;60.255716758559366;11.0;11.0;0.0;5;11.0;11.0;0.3755665091067061;-302.8306898293319;1578.4108843151216;3396.41625;184.0;152.69297500477563;136.0;0;6
40;303.96813126170775;305.6462;305.32720783997775;311.4546705472243;9500.0;797.548927879841;798.8654047278553;798.8654047278553;70.0;60.29144974910092;11.0;11.0;0.0;5;11.0;11.0;0.3852565915696471;-281.8634357117266;1590.355183738489;3396.41625;184.0;154.6961729268804;136.0;0;6
41;303.98711680662257;305.69492;305.3781872359889;311.4546705472243;9500.0;798.1424494566364;799.428621693526;799.428621693526;70.0;60.32713357175902;11.0;11.0;0.0;5;11.0;11.0;0.3943258686226337;-261.9625059281972;1601.2572939134752;3396.41625;184.0;156.5916400971186;136.0;0;6
42;304.00591249608823;305.74255;305.4269969515766;311.4546705472243;9500.0;798.735331498148;799.9887825002332;799.9887825002332;70.0;60.362814548166696;11.0;11.0;0.0;5;11.0;11.0;0.4028339259226792;-243.20445070132905;1611.396142756413;3396.41625;184.0;158.37742822211246;136.0;0;6
43;304.02452022865924;305.78888;305.4734590135654;311.4546705472243;9500.0;799.3275746934919;800.5460307791138;800.5460307791138;70.0;60.39694272984879;11.0;11.0;0.0;5;11.0;11.0;0.4107297753424507;-226.28286927582474;1621.292152607774;3396.41625;184.0;160.0519095657782;136.0;0;6
