t_ss,Tmpg_out_ss,Tw_out_ss,pc_ss,hc_out_ss,hihx1_out_ss,hft_ss,hihx2_out_ss,he_out_ss,pft_ss,pbuff1_ss,pbuff2_ss,pe_ss,Tc_out_ss,Te_out_ss,mc_in_dot_ss,mc_out_dot_ss,mft_in_dot_ss,mft_out_dot_ss,mbuff1_in_dot_ss,mbuff1_out_dot_ss,me_in_dot_ss,me_out_dot_ss,Pheat_out_ss,Pgc_ss,Pevap_ss,Prec_total_ss,COP_ss,SH_ss
10,4.434926847435827,32.990280622661416,71.95643623972684,387086.19684321847,387086.19684321847,350209.6362944768,341345.59931042197,296926.6650119732,50.88663036718533,48.89798965,66.90861027687592,37.1373672287634,31.053930281468933,2.420039099621215,0.01259671672508803,0.012366029473922303,0.012366029473922303,0.024039514755959678,0.0213775466004009,0.01259671672508803,0.012579714144857946,0.009917745989299167,4708.9772798050735,1398.7837068992553,1880.4793136168234,3310.193572905818,1.2100780483048252,0.0
11,4.441609121081285,33.02090101948649,71.8720756705698,384143.4143702966,384143.4143702966,349365.4656969738,351601.42864900304,300763.9149244875,50.180778882281544,48.89798965,66.84842020833949,37.19283104582324,30.71275745552218,2.47739148807257,0.012354593409916547,0.013934976040817008,0.013934976040817008,0.006167419628951923,0.0055686023075836736,0.012354593409916547,0.010740748633523074,0.010141931312154824,4801.420727931686,1483.9393481759505,1873.5562442405508,3317.4813797557363,1.2338334798222719,0.0
12,4.462453383804615,33.130624476847984,71.72414246599058,381258.5391899332,381258.53918993316,351213.42868794326,357154.079109946,304635.2896219648,50.91185442262433,48.89798965,66.79702996650887,37.228587026451464,30.35880826632703,2.51429867133254,0.012757811816673383,0.01252089831937635,0.01252089831937635,0.024355164079310498,0.021849973128389415,0.012757811816673383,0.012603558667984465,0.010098367717063383,4842.750251666903,1514.9307544430023,1644.7538585099978,3327.8194972239003,1.2444540342329629,-1.4210854715202004e-14
13,4.492752009420812,33.12987527052661,71.63243928592351,378756.1032949773,378756.10329497734,350380.76102456223,362522.58771416836,308615.7280830316,50.22885995006862,48.89798965,66.73119303308157,37.27735515128954,30.120504689862912,2.5646397944049824,0.012489426676847515,0.014185063473442951,0.014185063473442951,0.005948239189609336,0.005581347434809987,0.012489426676847515,0.010675295031801825,0.010308403277002475,4906.679558414114,1573.3991279043062,1716.9669219196858,3333.2804305098075,1.2608821132279304,-1.4210854715202004e-14
14,4.528817961068299,33.201328722707416,71.47909122908325,376301.13986284414,376301.13986284414,352336.0294574726,368053.07055773266,312577.1770736417,51.043885925623634,48.89798965,66.67825734964796,37.30328895726258,29.85694993367781,2.5913617243761564,0.012904555618912,0.012631698267780064,0.012631698267780064,0.02465374208373347,0.022205674074158195,0.012904555618912,0.012630774851818084,0.010182706842242808,4879.106290334055,1530.7685539612437,1575.997833704617,3348.337736372811,1.2537965393461459,1.4210854715202004e-14
15,4.567152466937543,33.23223383701,71.39240471326241,374192.07798621285,374192.0779862129,351210.38589771715,374058.5893256375,316778.1722011459,50.21709316531599,48.89798965,66.60872438274228,37.35110094279183,29.693068392874594,2.6406418865377645,0.01262932257581376,0.01439539889073739,0.01439539889073739,0.005697949854386716,0.005551628043815698,0.01262932257581376,0.010608987778744932,0.010462665968173914,4939.6022738422525,1592.286880705501,1639.8854439163395,3347.315393136752,1.2693423484049042,-1.4210854715202004e-14
16,4.600552048973725,33.202316204696345,71.23310804620121,372113.30825580243,372113.30825580243,353365.1820824323,380208.1960456923,320946.20312528615,51.160753399044125,48.89798965,66.55275031738854,37.3628942138067,29.486333699940573,2.6527726110352177,0.013061696240494684,0.012702636442502564,0.012702636442502564,0.02493445134062506,0.022658036511432417,0.013061696240494684,0.012659077786426304,0.010382662957233661,4976.650656512786,1619.284128465983,1501.6788079415187,3357.366528046803,1.2788627669439943,0.0
17,4.627225023272516,33.20354003974538,71.15643529387316,370336.8811141121,370336.8811141121,351913.77085396537,386760.18215614633,325539.2164658819,50.170485990865814,48.89798965,66.47911175397289,37.405334393095174,29.40991614418067,2.696463943304778,0.012761114019525167,0.014565561050379467,0.014565561050379467,0.005437269254828224,0.005457435460241206,0.012761114019525167,0.010549736336350915,0.010569902541763897,4977.832765540689,1616.9595003944087,1784.855173013883,3360.8732651462806,1.2791665365526317,0.0
18,4.648045018511948,33.202686004681695,71.01721678915321,368329.83335386624,368329.83335386624,353067.0505253918,394201.6050681592,331567.45203167043,50.57174302414646,48.89798965,66.4115441335684,37.42207949966884,29.314834260035195,2.713673463758812,0.013198725908129191,0.012704748742898864,0.012704748742898864,0.025187958814210504,0.02297893194989241,0.013198725908129191,0.012688182962813748,0.010479156098495652,4977.007848359467,1606.2011306447148,1452.474429245986,3370.806717714752,1.2789545554549635,0.0
19,4.66131797355182,33.19215683860021,70.91464653841543,366700.5530559205,366700.5530559205,353389.51305866614,401469.2196753872,339099.88608066493,50.55387518026445,48.89798965,66.35292075940329,37.4410621533117,29.251414801275267,2.733202840959484,0.012866322435210322,0.01467506671281887,0.01467506671281887,0.005105336585518344,0.005297098782605326,0.012866322435210322,0.010482469046104597,0.010674231243191579,4966.837668733443,1592.7298132446256,1749.5336832712637,3374.107855488818,1.2763410981410908,0.0
20,4.674389449630508,33.22765292715923,70.81114640119043,365103.3056280331,365103.30562803306,353842.57905167533,409867.5108190015,345553.0093091754,50.60771757488075,48.89798965,66.29254511537162,37.45415167016752,29.187475936177417,2.7466460474081034,0.013315554530635185,0.012692917954892325,0.012692917954892325,0.025410059269089715,0.02322384349073671,0.013315554530635185,0.012717332338439077,0.010531116560086075,4935.2358416381485,1553.985842908873,1632.3876765520574,3381.2499987292745,1.268220295049018,0.0
21,4.686952485315738,33.16468908693717,70.71565582535523,363665.2325337996,363665.2325337996,354205.77747741435,417207.073400513,350128.7692994795,50.61738045639173,48.89798965,66.23850558502065,37.46913301724969,29.128263924570966,2.7620504398888786,0.012958115323053349,0.01476763717150045,0.01476763717150045,0.004786129893040435,0.005099702322625965,0.012958115323053349,0.01041976728516438,0.01073333971474991,4940.306415814162,1556.2241133735326,1308.5614318758985,3384.08230244063,1.2695232935852416,0.0
